Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Number of Referrals,Multiple Lines,Multiple Lines
2791-SFVEW,Female,63,No,0,Los Angeles,90013,0,Yes,No
2792-LSHWX,Female,49,No,0,Fremont,94555,0,No,No
2792-VPPET,Male,28,No,0,San Gabriel,91776,0,Yes,No
2794-XIMMO,Male,61,Yes,0,Rancho Cucamonga,91737,1,No,
2796-NNUFI,Female,56,Yes,0,Palos Verdes Peninsula,90274,1,Yes,No
2796-UUZZO,Male,30,Yes,2,Redding,96002,9,Yes,No
2798-NYLMZ,Male,29,Yes,0,Los Banos,93635,10,No,Yes
2799-ARNLO,Female,67,Yes,0,Bonsall,92003,0,No,No
2799-TSLAG,Female,25,Yes,3,Irvine,92618,9,No,Yes
2800-QQUSO,Male,48,No,0,Riverside,92505,0,No,Yes
2800-VEQXM,Female,48,No,0,Lebec,93243,0,Yes,No
2801-NISEI,Male,28,No,0,Mt Baldy,91759,0,Yes,No
2804-ETQDK,Male,57,No,2,Ventura,93004,0,No,No
2805-AUFQN,Female,42,No,0,Traver,93673,0,No,No
2805-EDJPQ,Female,45,Yes,0,San Diego,92124,9,Yes,Yes
2806-MLNTI,Male,79,Yes,0,White Water,92282,4,Yes,Yes
2808-CHTDM,Female,47,Yes,2,Los Angeles,90024,4,Yes,Yes
2809-ILCYT,Female,56,Yes,0,Sequoia National Park,93262,10,No,Yes
2809-ZMYOQ,Female,33,No,0,Camptonville,95922,0,Yes,Yes
2810-FTLEM,Female,21,No,0,Los Angeles,90036,0,Yes,No
2811-POVEX,Female,74,Yes,3,Live Oak,95953,4,No,No
2812-ENYMO,Male,22,No,0,Orick,95555,0,No,
2812-REYAT,Female,56,Yes,0,Chilcoot,96105,3,Yes,No
2812-SFXMJ,Male,46,No,3,Hat Creek,96040,0,No,No
2815-CPTUL,Male,68,No,0,Gasquet,95543,0,Yes,No
2817-LVCPP,Female,36,No,0,Sacramento,95822,0,No,No
2817-NTQDO,Male,52,No,0,Huntington Beach,92646,0,Yes,
2819-GWENI,Female,64,Yes,1,Hayward,94542,9,No,No
2821-WARNZ,Female,25,No,1,Buena Park,90620,0,Yes,No
2823-LKABH,Female,51,No,0,Rancho Mirage,92270,0,No,Yes
2824-DXNKN,Female,26,Yes,1,Santa Cruz,95065,8,No,Yes
2824-MYYBN,Female,43,Yes,2,Bakersfield,93313,0,No,Yes
2826-DXLQO,Male,80,Yes,0,El Cerrito,94530,10,Yes,
2826-UWHIS,Male,64,Yes,0,Sequoia National Park,93262,4,No,Yes
2828-SLQPF,Male,53,No,0,San Marino,91108,0,No,No
2829-HYVZP,Male,42,No,0,Fairfax,94930,0,Yes,No
2830-LEWOA,Male,37,Yes,1,Jamestown,95327,3,Yes,No
2831-EBWRN,Male,46,No,0,Altadena,91001,0,Yes,No
2832-KJCRD,Female,22,No,0,Los Angeles,90071,0,Yes,Yes
2832-SCUCO,Female,52,No,0,Kirkwood,95646,0,No,No
2833-SLKDQ,Male,23,No,0,Caspar,95420,0,Yes,No
2834-JKOOW,Female,60,No,0,Gerber,96035,0,No,
2834-JRTUA,Male,30,No,0,Martinez,94553,0,Yes,Yes
2834-SPCJV,Male,40,Yes,0,Rough And Ready,95975,1,No,No
2839-RFSQE,Female,60,No,0,Rancho Mirage,92270,0,No,No
2840-XANRC,Male,77,Yes,0,San Diego,92122,1,Yes,No
2842-BCQGE,Male,39,No,0,San Diego,92139,0,No,Yes
2842-JTCCU,Male,27,No,0,Hopland,95449,0,No,No
2843-CQMEG,Male,21,No,0,San Diego,92120,0,No,No
2845-AFFTX,Male,78,Yes,0,Westport,95488,0,No,Yes
2845-HSJCY,Female,49,Yes,0,Fallbrook,92028,1,No,Yes
2845-KDHVX,Female,57,Yes,0,Sheridan,95681,9,No,No
2848-YXSMW,Male,38,Yes,0,Torrance,90503,1,Yes,No
2851-MMUTZ,Female,29,No,0,Tahoe Vista,96148,0,Yes,No
2851-STERV,Male,79,No,0,Descanso,91916,0,No,No
2853-CWQFQ,Male,20,No,1,Eureka,95503,0,No,No
2856-HYAPG,Female,62,No,0,Platina,96076,0,No,No
2856-NNASM,Male,74,No,0,Santa Rosa,95407,0,Yes,No
2858-EIMXH,Female,69,Yes,0,Vallejo,94592,1,Yes,Yes
2858-MOFSQ,Female,50,No,0,Rio Oso,95674,0,No,Yes
2860-RANUS,Female,67,No,0,Mc Kittrick,93251,0,No,Yes
2862-JVEOY,Male,33,No,0,Loma Mar,94021,0,Yes,No
2862-PFNIK,Male,47,No,3,San Leandro,94578,0,No,
2863-IMQDR,Female,52,No,0,San Diego,92130,0,Yes,Yes
2865-TCHJW,Female,74,No,0,Anaheim,92807,0,No,Yes
2866-IKBTM,Female,57,No,0,Dana Point,92629,0,Yes,No
2867-UIMSS,Male,24,No,0,Vernalis,95385,0,Yes,No
2868-LLSKM,Female,50,Yes,2,Escondido,92027,1,Yes,Yes
2868-MZAGQ,Male,49,No,0,Modesto,95354,0,Yes,No
2868-SNELZ,Female,54,No,0,San Diego,92122,0,No,Yes
2869-ADAWR,Female,41,No,0,Sutter Creek,95685,0,Yes,Yes
2873-ZLIWT,Female,64,Yes,0,Temecula,92592,1,Yes,Yes
2874-YXVVA,Female,38,No,0,Herlong,96113,0,Yes,No
2876-GZYZC,Female,49,No,0,Cerritos,90703,0,Yes,Yes
2876-VBBBL,Female,64,No,0,Shaver Lake,93664,0,Yes,No
2877-VDUER,Female,36,Yes,1,Camp Nelson,93208,6,Yes,
2878-DHMIN,Male,63,Yes,2,Sacramento,95833,7,No,No
2878-RMWXY,Male,75,Yes,0,Temecula,92590,5,Yes,Yes
2880-FPNAE,Male,69,Yes,0,Van Nuys,91405,1,No,No
2882-DDZPG,Female,27,No,0,San Carlos,94070,0,No,No
2882-WDTBA,Male,64,Yes,0,Willows,95988,4,Yes,No
2883-ILGWO,Male,68,No,0,Compton,90222,0,Yes,Yes
2884-GBPFB,Female,61,Yes,0,Morro Bay,93442,4,Yes,No
2885-HIJDH,Male,47,Yes,3,Tecate,91980,9,Yes,Yes
2886-KEFUM,Female,50,Yes,0,Big Bend,96011,1,Yes,Yes
2887-JPYLU,Female,58,No,3,Stinson Beach,94970,0,No,No
2888-ADFAO,Female,47,Yes,3,Palmdale,93551,5,Yes,No
2889-FPWRM,Male,31,Yes,0,Mckinleyville,95519,1,Yes,Yes
2890-WFBHU,Female,26,No,0,Salyer,95563,0,Yes,Yes
2892-GESUL,Female,20,Yes,3,San Juan Capistrano,92675,5,No,No
2894-QOJRX,Female,19,Yes,0,San Diego,92124,1,No,
2896-TBNBE,Male,46,Yes,0,Guadalupe,93434,5,Yes,No
2897-DOVND,Male,31,No,0,Winterhaven,92283,0,Yes,No
2898-LSJGD,Female,30,Yes,0,Santa Ana,92707,1,No,
2898-MRKPI,Male,36,Yes,1,Ranchita,92066,10,No,Yes
2900-PHPLN,Female,73,Yes,0,Vista,92083,2,No,No
2903-YYTBW,Male,48,Yes,2,Hemet,92545,1,Yes,No
2904-GGUAZ,Female,24,Yes,0,Potrero,91963,8,Yes,Yes
2905-KFQUV,Female,61,Yes,0,Moss Beach,94038,9,No,No
2907-ILJBN,Female,21,Yes,0,Duarte,91010,7,Yes,No
2908-WGAXL,Female,40,Yes,2,Fullerton,92835,9,No,Yes
2908-ZTPNF,Female,41,No,0,Pleasanton,94566,0,No,
2911-IJORQ,Male,42,No,0,Stirling City,95978,0,Yes,Yes
2911-UREFD,Female,50,Yes,0,Santa Monica,90405,3,No,
2911-WDXMV,Male,29,No,3,Fontana,92335,0,Yes,Yes
2916-BQZLN,Male,29,No,0,Reseda,91335,0,Yes,Yes
2919-HBCJO,Female,36,No,0,Downieville,95936,0,No,No
2920-RNCEZ,Male,46,Yes,1,Lebec,93243,10,No,No
2921-XWDJH,Female,76,Yes,0,Glendale,91202,0,Yes,No
2923-ARZLG,Male,38,Yes,2,La Verne,91750,5,No,No
2924-KHUVI,Male,28,Yes,0,Orland,95963,7,No,Yes
2925-MXLSX,Female,37,No,0,Chula Vista,91911,0,Yes,Yes
2925-VDZHY,Male,64,Yes,2,Sonora,95370,1,No,Yes
2926-JEJJC,Female,26,No,0,Angelus Oaks,92305,0,No,No
2927-CVULT,Female,64,Yes,1,Ramona,92065,1,Yes,Yes
2927-QRRQV,Male,44,Yes,0,Scott Bar,96085,1,Yes,Yes
2928-HLDBA,Female,31,No,0,Cypress,90630,0,Yes,No
2929-ERCFZ,Female,22,Yes,0,Independence,93526,1,No,No
2929-QNSRW,Female,21,Yes,0,San Diego,92130,1,Yes,Yes
2930-UOTMB,Female,29,No,0,Riverside,92506,0,No,Yes
2931-FSOHN,Male,76,No,0,Napa,94559,0,No,No
2931-SVLTV,Male,59,Yes,3,Vallejo,94589,6,Yes,Yes
2931-VUVJN,Female,71,Yes,0,Murrieta,92562,0,No,Yes
2931-XIQBR,Female,41,Yes,3,Kelseyville,95451,7,No,No
2933-FILNV,Female,53,Yes,3,Carlsbad,92009,0,No,
2933-XEUJM,Female,56,No,0,Ballico,95303,0,No,Yes
2937-FTHUR,Female,45,No,3,Cedar Glen,92321,0,Yes,Yes
2946-KIQSP,Female,59,No,0,Fallbrook,92028,0,Yes,
2947-DOMLJ,Male,47,No,2,Buena Park,90621,0,No,No
2951-QOQTK,Male,28,No,0,Sacramento,95815,0,No,Yes
2952-QAYZF,Male,30,No,0,Sacramento,95828,0,No,Yes
2954-PIBKO,Female,64,Yes,0,Los Angeles,90058,7,No,Yes
2955-BJZHG,Male,41,Yes,0,Apple Valley,92308,1,No,No
2955-PSXOE,Female,48,No,0,Topanga,90290,0,No,No
2956-GGUCQ,Male,71,Yes,0,Pioneer,95666,1,No,Yes
2957-JIRMN,Female,69,No,0,Vallejo,94591,0,Yes,Yes
2957-LOLHO,Male,49,No,0,Fallbrook,92028,0,Yes,No
2958-NHPPS,Male,45,No,0,Sacramento,95816,0,Yes,No
2959-EEXWB,Female,54,Yes,2,Pasadena,91105,10,Yes,
2959-FENLU,Female,64,No,0,Los Gatos,95033,0,Yes,No
2959-MJHIC,Male,60,Yes,0,Hinkley,92347,3,No,No
2960-NKRSO,Male,60,No,0,Mad River,95552,0,Yes,No
2961-VNFKL,Female,42,Yes,0,Mountain View,94041,2,Yes,Yes
2962-XPMCQ,Male,56,No,0,Sacramento,95828,0,No,No
2967-MXRAV,Male,29,Yes,0,Los Angeles,90003,9,Yes,No
2968-SSGAA,Female,41,No,0,San Francisco,94117,0,No,Yes
2969-QWUBZ,Female,53,No,0,Los Altos,94022,0,No,
2969-VAPYH,Female,28,No,0,Fresno,93704,0,No,No
2969-WGHQO,Female,39,Yes,3,Bradley,93426,1,No,No
2971-SGAFL,Female,34,No,0,Millbrae,94030,0,No,Yes
2972-YDYUW,Female,47,No,0,Posey,93260,0,No,Yes
2974-GGUXS,Female,74,Yes,0,Granite Bay,95746,0,Yes,Yes
2977-CEBSX,Female,61,No,0,Coachella,92236,0,No,Yes
2978-XXSOG,Female,33,No,0,Doyle,96109,0,No,Yes
2979-SXESE,Female,57,Yes,0,Berkeley,94703,1,No,Yes
2982-IHMFT,Female,75,No,0,San Diego,92126,0,Yes,Yes
2982-VPSGI,Female,64,Yes,0,South Pasadena,91030,1,Yes,Yes
2983-ZANRP,Female,27,Yes,0,La Puente,91744,1,No,No
2984-AFWNC,Female,52,No,0,Rough And Ready,95975,0,No,No
2984-MIIZL,Male,51,No,0,Guadalupe,93434,0,No,No
2984-RGEYA,Female,38,Yes,0,Winnetka,91306,9,No,No
2984-TBYKU,Male,38,Yes,3,Barstow,92311,6,No,Yes
2985-FMWYF,Female,46,No,0,Myers Flat,95554,0,No,Yes
2985-JUUBZ,Male,32,Yes,3,Dulzura,91917,5,No,Yes
2987-BJXIK,Female,44,No,0,Tulare,93274,0,No,Yes
2988-GBIVW,Female,68,Yes,0,Knights Landing,95645,10,No,Yes
2988-PLAHS,Female,58,No,0,Sierraville,96126,0,Yes,No
2988-QRAJY,Male,27,No,0,Santa Rosa,95403,0,No,Yes
2990-HWIML,Female,58,No,0,Ontario,91764,0,No,No
2990-IAJSV,Male,55,No,0,San Francisco,94110,0,Yes,Yes
2990-OGYTD,Female,41,Yes,0,Fullerton,92831,1,No,Yes
2995-UPRYS,Female,74,Yes,0,Long Beach,90802,1,No,No
2995-YWTCD,Female,20,Yes,1,Browns Valley,95918,1,Yes,Yes
2996-XAUVF,Male,25,No,0,Needles,92363,0,No,
2999-AANRQ,Female,23,No,0,Sacramento,95833,0,No,No
3001-CBHLQ,Male,76,Yes,0,Angels Camp,95222,1,Yes,Yes
3001-UNBTL,Male,69,Yes,1,Burbank,91506,1,No,Yes
3002-WQZWT,Female,25,No,0,Murrieta,92563,0,Yes,Yes
3003-CMDUU,Female,22,Yes,0,Santa Paula,93060,0,Yes,No
3005-NFMTA,Male,73,No,0,Valencia,91354,0,Yes,Yes
3005-TYFRD,Female,54,Yes,0,Tollhouse,93667,4,Yes,Yes
3006-XIMLN,Female,34,No,0,Garden Valley,95633,0,Yes,Yes
3007-FDPEA,Female,28,No,0,Fallbrook,92028,0,No,No
3009-JWMPU,Male,58,No,0,Five Points,93624,0,No,Yes
3011-WQKSZ,Male,41,No,3,Foresthill,95631,0,No,No
3012-VFFMN,Female,61,Yes,1,Richvale,95974,7,Yes,No
3014-WJKSM,Male,26,Yes,0,San Luis Obispo,93401,10,Yes,No
3016-KSVCP,Male,47,Yes,0,Rancho Palos Verdes,90275,4,Yes,
3018-TFTSU,Male,44,No,0,Hathaway Pines,95233,0,Yes,No
3021-VLNRJ,Female,25,No,2,Encino,91436,0,No,No
3022-BEXHZ,Male,19,Yes,1,Sonoma,95476,6,Yes,Yes
3023-GFLBR,Female,63,Yes,0,San Bernardino,92408,1,Yes,Yes
3026-ATZYV,Female,32,Yes,2,Riverside,92507,3,No,No
3027-YNWZU,Female,44,Yes,0,San Ramon,94583,5,Yes,Yes
3027-ZTDHO,Male,21,No,0,Fresno,93721,0,Yes,No
3030-YDNRM,Male,64,No,0,Pasadena,91107,0,Yes,Yes
3030-YZADT,Male,57,No,0,Grass Valley,95949,0,No,No
3030-ZKIWL,Male,23,No,0,Lake Isabella,93240,0,Yes,No
3034-ZBEQN,Female,31,Yes,0,La Puente,91746,1,No,
3038-PQIUY,Female,39,No,0,Dulzura,91917,0,No,Yes
3039-MJSLN,Male,36,No,3,Cressey,95312,0,No,No
3043-SUDUA,Female,35,No,0,West Sacramento,95605,0,No,No
3043-TYBNO,Male,43,No,0,Kneeland,95549,0,No,No
3045-XETSH,Female,34,No,0,Lake Hughes,93532,0,Yes,Yes
3049-NDXFL,Female,30,No,0,San Diego,92130,0,No,Yes
3049-SOLAY,Female,21,Yes,0,San Diego,92109,5,No,Yes
3050-GBUSH,Female,25,No,0,Burlingame,94010,0,Yes,
3050-RLLXC,Female,51,Yes,2,Kyburz,95720,10,Yes,Yes
3055-MJDSB,Male,24,No,0,Planada,95365,0,Yes,
3055-OYMSE,Female,75,No,0,Saratoga,95070,0,Yes,No
3055-VTCGS,Female,35,No,0,Whittier,90605,0,No,No
3057-VJJQE,Male,64,No,0,Yorba Linda,92886,0,Yes,Yes
3058-HJCUY,Male,36,Yes,0,Rancho Cordova,95742,1,No,Yes
3058-WQDRE,Male,37,No,0,Branscomb,95417,0,No,
3059-NGMXB,Male,52,Yes,3,San Jose,95124,8,No,Yes
3061-BCKYI,Male,27,No,0,Thousand Palms,92276,0,No,No
3062-ICYZQ,Female,41,Yes,3,Oak Park,91377,9,No,Yes
3063-QFSZL,Female,37,No,0,San Jose,95135,0,No,No
3066-RRJIO,Female,29,No,0,San Francisco,94132,0,No,No
3067-SVMTC,Female,49,Yes,0,Imperial,92251,9,Yes,No
3068-OMWZA,Male,77,No,0,Round Mountain,96084,0,Yes,Yes
3069-SSVSN,Female,50,No,0,Hilmar,95324,0,No,
3070-BDOQC,Female,38,No,0,Sacramento,95827,0,No,No
3070-DVEYC,Male,78,No,0,Williams,95987,0,Yes,Yes
3070-FNFZQ,Female,48,Yes,1,Happy Camp,96039,1,Yes,No
3071-MVJCD,Male,40,Yes,0,Grizzly Flats,95636,10,No,Yes
3071-VBYPO,Male,38,Yes,2,Whittier,90604,1,No,No
3074-GQWYX,Male,30,No,0,San Diego,92117,0,No,Yes
3077-RSNTJ,Female,29,Yes,3,Long Beach,90807,9,No,No
3078-ZKNTS,Female,45,Yes,1,Rancho Santa Fe,92091,7,Yes,No
3079-BCHLN,Male,26,Yes,0,Wishon,93669,0,No,No
3082-VQXNH,Male,62,Yes,0,Hat Creek,96040,1,Yes,
3082-WQRVY,Male,73,Yes,0,Stockton,95203,8,Yes,No
3082-YVEKW,Female,62,Yes,2,Yucca Valley,92284,10,Yes,Yes
3084-DOWLE,Female,47,Yes,0,Citrus Heights,95621,8,Yes,Yes
3085-QUOZK,Female,55,No,0,Alpine,91901,0,Yes,No
3086-RUCRN,Female,33,No,0,Paicines,95043,0,No,Yes
3088-FVYWK,Male,37,Yes,3,Mc Kittrick,93251,3,Yes,Yes
3088-LHEFH,Female,28,No,0,Pollock Pines,95726,0,Yes,Yes
3090-HAWSU,Male,44,No,0,Pasadena,91107,0,No,Yes
3090-LETTY,Male,54,No,2,San Diego,92130,0,Yes,Yes
3090-QFUVD,Female,48,No,0,Reedley,93654,0,No,No
3091-FYHKI,Male,64,No,0,Harbor City,90710,0,Yes,
3092-IGHWF,Male,34,Yes,0,San Diego,92130,1,Yes,Yes
3094-JOJAI,Male,63,No,0,Maxwell,95955,0,No,Yes
3096-GKWEB,Male,42,Yes,0,Bakersfield,93306,1,No,Yes
3096-IZETN,Female,32,No,0,Lomita,90717,0,No,No
3096-JRDSO,Female,73,Yes,0,Fallbrook,92028,5,Yes,Yes
3096-WPXBT,Female,60,Yes,1,Venice,90291,5,Yes,Yes
3096-YXENJ,Female,25,Yes,0,Danville,94506,1,Yes,Yes
3097-FQTVJ,Female,23,No,0,Denair,95316,0,Yes,No
3097-IDVPU,Male,51,Yes,2,Los Angeles,90012,10,No,Yes
3097-NNSPB,Female,42,No,0,Valley Ford,94972,0,Yes,No
3097-NQYSN,Male,73,Yes,0,San Jose,95139,3,No,Yes
3097-PYWXL,Female,30,Yes,2,New Cuyama,93254,1,No,No
3099-OONVS,Male,34,Yes,1,Crockett,94525,6,Yes,No
3104-OWCGK,Male,21,Yes,0,South Dos Palos,93665,1,No,No
3106-ULWFW,Female,32,Yes,0,Fontana,92337,0,No,Yes
3108-PCCGG,Male,75,Yes,0,Redwood Valley,95470,3,No,Yes
3113-IWHLC,Male,24,No,0,Strathmore,93267,0,Yes,No
3115-CZMZD,Male,24,No,0,Independence,93526,0,Yes,No
3115-JPJDD,Female,43,Yes,0,Ventura,93003,1,No,No
3118-UHVVQ,Female,41,Yes,0,Calpine,96124,8,Yes,Yes
3120-FAZKD,Male,19,Yes,2,El Portal,95318,7,Yes,Yes
3125-RAHBV,Male,24,No,0,Rocklin,95765,0,Yes,No
3126-WQMGH,Female,19,Yes,0,Yorba Linda,92887,6,Yes,Yes
3128-YOVTD,Female,29,Yes,2,Forbestown,95941,6,Yes,No
3129-AAQOU,Female,50,Yes,2,Trabuco Canyon,92679,4,No,Yes
3130-ICDUP,Female,56,No,1,Hercules,94547,0,No,Yes
3131-NWVFJ,Female,56,Yes,0,Pioneer,95666,9,No,No
3132-TVFDZ,Male,70,Yes,0,Glendale,91202,1,Yes,
3133-PZNSR,Male,25,Yes,3,Belmont,94002,1,Yes,Yes
3134-DSHVC,Female,49,No,0,Stockton,95205,0,Yes,Yes
3137-LUPIX,Female,58,No,0,Yucca Valley,92284,0,No,Yes
3137-NYQQI,Male,32,Yes,0,Palmdale,93550,2,Yes,No
3138-BKYAV,Male,61,No,0,Kerman,93630,0,Yes,No
3143-ILDAL,Male,21,No,0,El Monte,91732,0,Yes,Yes
3143-JQEGI,Female,52,Yes,0,San Diego,92126,1,No,No
3144-AUDBS,Female,59,Yes,0,Calexico,92231,1,No,No
3144-KMTWZ,Male,40,Yes,0,Whittier,90606,8,No,Yes
3146-JTQHR,Male,23,Yes,0,San Bruno,94066,3,Yes,No
3146-MSEGF,Female,71,Yes,0,Paramount,90723,1,Yes,Yes
3148-AOIQT,Female,23,Yes,0,Sacramento,95837,10,No,Yes
3148-BLQJT,Male,33,No,0,Fallbrook,92028,0,Yes,No
3154-CFSZG,Male,57,Yes,1,Modesto,95351,3,No,No
3154-HMWUU,Male,28,Yes,0,Winters,95694,9,Yes,No
3156-QLHBO,Male,58,No,1,San Jose,95136,0,No,No
3158-MOERK,Female,57,No,0,Hayward,94545,0,Yes,Yes
3160-TYXLT,Male,37,No,0,Palmdale,93552,0,Yes,
3161-GETRM,Male,61,Yes,3,Soledad,93960,10,Yes,Yes
3161-ONRWK,Male,35,Yes,0,Hydesville,95547,4,Yes,No
3162-KKZXO,Female,75,No,0,Citrus Heights,95610,0,Yes,Yes
3162-ZJZFU,Male,25,Yes,2,Mill Creek,96061,5,Yes,No
3164-AALRN,Male,39,No,0,Greenwood,95635,0,No,No
3164-YAXFY,Male,56,No,0,Coulterville,95311,0,No,
3165-HDOEW,Male,47,Yes,0,Salida,95368,1,No,No
3166-PNEOF,Female,57,No,0,Walnut Creek,94596,0,No,Yes
3167-SNQPL,Male,71,Yes,1,Pine Valley,91962,9,No,Yes
3170-GWYKC,Female,30,No,0,Vernalis,95385,0,Yes,No
3170-NMYVV,Female,37,Yes,0,Compton,90222,5,Yes,No
3173-NVMPX,Female,51,Yes,3,Newport Beach,92663,1,Yes,Yes
3173-WSSUE,Female,22,Yes,2,Canoga Park,91304,5,No,No
3174-AKMAS,Female,61,Yes,0,Hume,93628,1,No,No
3174-RKMOW,Male,24,Yes,3,Glendale,91201,8,No,Yes
3177-LASXD,Female,43,No,0,Westmorland,92281,0,Yes,No
3178-CIFOT,Female,34,No,0,Amador City,95601,0,Yes,No
3178-FESZO,Female,45,No,0,Clements,95227,0,Yes,Yes
3179-GBRWV,Male,79,Yes,0,San Gabriel,91775,5,No,No
3181-MIZBN,Male,40,Yes,1,Jenner,95450,2,No,No
3181-VTHOE,Male,19,Yes,0,Browns Valley,95918,10,Yes,
3186-AJIEK,Male,44,No,0,Apple Valley,92308,0,No,No
3186-BAXNB,Female,20,No,0,Cottonwood,96022,0,Yes,No
3190-FZATL,Male,49,No,5,Lakeside,92040,0,No,No
3190-ITQXP,Female,42,Yes,1,Ceres,95307,7,Yes,No
3190-XFANI,Male,42,No,0,Happy Camp,96039,0,No,Yes
3191-CSNMG,Female,57,Yes,1,Upland,91784,5,Yes,No
3192-LNKRK,Male,63,Yes,1,San Joaquin,93660,10,Yes,No
3192-NQECA,Male,26,Yes,0,Santa Monica,90403,4,Yes,Yes
3194-ORPIK,Female,59,Yes,0,San Diego,92113,1,Yes,Yes
3195-TQDZX,Male,19,No,0,Elk Creek,95939,0,No,No
3196-NVXLZ,Female,23,No,0,Orange Cove,93646,0,No,Yes
3197-ARFOY,Female,67,No,0,Ontario,91761,0,No,No
3197-NNYNB,Male,47,No,0,Jolon,93928,0,Yes,Yes
3198-VELRD,Female,47,Yes,0,Marina Del Rey,90292,1,Yes,Yes
3199-NPKCN,Female,39,Yes,0,Menlo Park,94025,1,Yes,Yes
3199-XGZCY,Female,51,No,0,Granada Hills,91344,0,No,Yes
3200-MNQTF,Male,38,Yes,0,Raisin City,93652,8,Yes,Yes
3205-MXZRA,Male,47,No,0,Standish,96128,0,Yes,No
3207-OYBWH,Male,74,Yes,0,Newport Beach,92661,1,No,Yes
3208-YPIOE,Male,64,No,0,La Mesa,91942,0,Yes,Yes
3209-ZPKFI,Male,28,Yes,1,Borrego Springs,92004,1,No,Yes
3211-AAPKX,Male,26,No,0,Woodland,95776,0,No,Yes
3211-ILJTT,Male,35,Yes,0,Taft,93268,1,Yes,No
3212-KXOCR,Male,62,No,0,Inglewood,90302,0,No,No
3213-VVOLG,Male,22,Yes,2,Sun City,92585,3,No,Yes
3214-IYUUQ,Female,19,Yes,0,Pine Grove,95665,0,Yes,No
3217-FZDMN,Female,66,No,0,Los Angeles,90001,0,Yes,No
3219-JQRSL,Female,70,Yes,0,Monterey Park,91755,1,No,Yes
3221-CJMSG,Male,45,No,0,Mira Loma,91752,0,Yes,No
3223-DWFIO,Male,77,No,0,Forks Of Salmon,96031,0,No,No
3223-WZWJM,Male,36,No,0,Petrolia,95558,0,Yes,Yes
3224-DFQNQ,Female,59,Yes,0,Carmel Valley,93924,10,No,Yes
3227-WLKLI,Female,52,Yes,3,San Francisco,94112,1,No,Yes
3229-USWAR,Female,40,No,0,San Francisco,94129,0,No,No
3230-IUALN,Female,41,Yes,0,Eureka,95501,10,Yes,No
3230-JCNZS,Female,43,Yes,2,San Francisco,94107,4,No,Yes
3230-WYKIR,Male,36,No,0,San Francisco,94110,0,Yes,Yes
3234-VKACU,Male,21,No,0,Sunol,94586,0,Yes,No
3235-ETOOB,Male,51,Yes,0,San Diego,92109,1,No,No
3237-AJGEH,Female,43,Yes,1,Bridgeville,95526,1,Yes,
3239-TPHPZ,Female,60,Yes,0,Chula Vista,91910,10,Yes,No
3243-ZHOHY,Female,35,No,0,Escondido,92025,0,Yes,No
3244-CQPHU,Female,77,No,0,Berkeley,94710,0,No,Yes
3244-DCJWY,Female,27,No,0,Bakersfield,93312,0,Yes,No
3247-MHJKM,Male,27,No,0,Upland,91784,0,Yes,No
3247-ZVOUO,Male,77,Yes,0,Downey,90240,0,No,Yes
3249-VHRIP,Female,38,No,0,Fiddletown,95629,0,Yes,
3249-ZPQRG,Male,28,No,0,Diamond Springs,95619,0,Yes,Yes
3251-YMVWZ,Male,34,No,0,San Andreas,95249,0,No,Yes
3253-HKOKL,Female,31,Yes,2,Elk Grove,95758,7,Yes,No
3254-YRILK,Male,74,No,0,Dobbins,95935,0,No,Yes
3255-GRXMG,Male,58,No,2,Playa Del Rey,90293,0,No,No
3256-EZDBI,Male,71,Yes,0,Greenville,95947,1,Yes,
3258-SANFR,Male,69,No,0,Big Oak Flat,95305,0,Yes,No
3258-SYSWS,Male,75,No,0,Lakeside,92040,0,No,Yes
3258-ZKPAI,Male,26,Yes,1,Sacramento,95815,7,No,Yes
3259-FDWOY,Male,60,Yes,0,Elk Grove,95758,3,No,Yes
3259-KNMRR,Male,72,No,0,Montrose,91020,0,No,Yes
3259-QMXUN,Male,38,Yes,0,Campo Seco,95226,3,No,Yes
3261-CQXOL,Female,33,Yes,2,Concord,94521,0,No,Yes
3262-EIDHV,Female,46,Yes,1,Inglewood,90304,1,Yes,Yes
3266-FTKHB,Male,35,No,0,Beale Afb,95903,0,No,No
3269-ATYWD,Male,79,No,0,San Francisco,94123,0,Yes,Yes
3272-VUHPV,Female,24,Yes,1,Whittier,90602,10,No,No
3274-NSDWE,Female,37,No,0,Ivanhoe,93235,0,No,No
3275-RHRNE,Male,58,Yes,3,Keeler,93530,8,No,
3276-HDUEG,Female,23,No,0,Temecula,92592,0,Yes,Yes
3278-FSIXX,Female,34,No,0,Blue Lake,95525,0,Yes,No
3279-DYZQM,Male,21,Yes,3,Santa Clarita,91350,6,Yes,No
3280-MRDOF,Male,69,No,0,Los Angeles,90067,0,No,Yes
3280-NMUVX,Male,53,Yes,0,Rio Vista,94571,7,Yes,No
3282-ZISZV,Male,56,No,0,South El Monte,91733,0,No,Yes
3283-WCWXT,Male,58,Yes,3,Los Angeles,90027,8,Yes,Yes
3284-SVCRO,Female,35,Yes,0,Sunol,94586,6,Yes,Yes
3285-UCQVC,Female,31,No,0,Seaside,93955,0,Yes,
3292-PBZEJ,Male,75,No,0,Greenview,96037,0,No,Yes
3295-YVUSR,Male,73,No,0,Glendale,91202,0,No,Yes
3296-SILRA,Female,76,Yes,0,Lakeport,95453,6,Yes,No
